Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,lat,lng,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor,Rev Per FTE,CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed
50230,GARDEN GROVE MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92634,33.7750066,-117.91290790000001,U,STH,01/01/2015,12/31/2015,493.65,140.0,51100.0,5925.0,"$84,569,821",$589864,"$8,497,117","$35,044,066","$488,581","$171,315",0.0,1.0,69.4074%,30.5926%,0.1647%,0.1647%,"$14,273","$604,070","$1,655",42.32,0.12,42.32,0.6975%,2,51.4855%,59.7480%,3.1198%,"$88,203","$360,920"
241361,MAYO CLINIC HEALTH SYS - NEW PRAGUE,301 SECOND STREET,NEW PRAGUE,MN,56071-1799,44.546252,-93.5744543,U,CAH,01/01/2015,12/31/2015,199.57,20.0,7300.0,788.0,"$39,817,860",$-221536,$nan,$nan,$nan,"$199,518",0.0,1.0,19.0104%,80.9896%,0.0916%,0.0916%,"$50,530","$1,990,893","$5,455",39.40,0.11,39.40,-0.5564%,2,nan%,40.2485%,3.1283%,$nan,"$801,305"
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 MARYLAND PARKWAY,LAS VEGAS,NV,89109-2317,36.132715399999995,-115.1358324,U,STH,02/01/2015,01/31/2016,2607.14,604.0,218914.0,31433.0,"$615,833,880",$43472332,"$60,073,328","$224,955,643","$13,758,880","$236,211",1.0,1.0,70.0589%,29.9411%,3.9405%,3.9405%,"$19,592","$1,019,593","$2,813",52.04,0.14,52.04,7.0591%,2,46.2834%,58.8379%,3.0731%,"$109,326","$599,906"
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY SW,LAKEWOOD,WA,98499-,47.1545124,-122.50197720000001,U,STH,07/01/2015,06/30/2016,614.0,106.0,38796.0,6120.0,"$142,149,193",$10111200,"$12,178,832","$50,679,837","$1,640,027","$231,513",1.0,1.0,45.8563%,54.1437%,1.6013%,1.6013%,"$23,227","$1,341,030","$3,664",57.74,0.16,57.74,7.1131%,2,44.2202%,65.3575%,4.2966%,"$102,376","$876,464"
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 MOTHER JOSEPH PLACE,VANCOUVER,WA,98664,45.62393820000001,-122.5817524,U,STH,07/01/2015,06/30/2016,2112.07,398.0,145668.0,19297.0,"$514,649,530",$-86038301,"$56,351,073","$179,898,382","$6,854,956","$243,671",1.0,1.0,55.3570%,44.6430%,0.2232%,0.2232%,"$26,670","$1,293,089","$3,533",48.48,0.13,48.48,-16.7178%,3,45.9049%,74.8214%,1.5856%,"$111,857","$967,507"
500053,KENNEWICK GENERAL HOSPITAL,900 SOUTH AUBURN ST,KENNEWICK,WA,99336,46.199093,-119.119327,U,STH,01/01/2015,12/31/2015,886.21,111.0,40515.0,6045.0,"$177,934,193",$-387062,"$15,149,657","$79,986,620","$2,392,876","$200,781",1.0,1.0,36.4350%,63.5650%,0.3205%,0.3205%,"$29,435","$1,603,011","$4,392",54.46,0.15,54.46,-0.2175%,2,53.4671%,61.9641%,7.1360%,"$107,352","$993,291"
240071,DISTRICT ONE HOSPITAL,200 STATE AVENUE,FARIBAULT,MN,55021-,44.2884375,-93.25746140000001,R,STH,01/01/2015,12/31/2015,229.79,26.0,9490.0,1684.0,"$50,365,436",$38465288,"$5,150,793","$16,439,255","$573,363","$219,180",0.0,0.0,29.4179%,70.5821%,0.1324%,0.1324%,"$29,908","$1,937,132","$5,307",64.77,0.18,64.77,76.3724%,1,42.8668%,61.3452%,2.2735%,"$93,956","$1,188,337"
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,40.8556769,-73.8462363,U,STH,07/01/2015,06/30/2016,3332.9,326.0,119316.0,16227.0,"$671,503,242",$56948300,"$107,961,003","$266,981,771","$15,565,373","$201,477",1.0,1.0,59.7452%,40.2548%,5.7249%,5.7249%,"$41,382","$2,059,826","$5,628",49.78,0.14,49.78,8.4807%,2,55.8363%,75.1344%,4.2869%,"$112,497","$1,547,639"
360132,FORT HAMILTON HOSPITAL,630 EATON AVENUE,HAMILTON,OH,45013-2767,39.415506,-84.57263,U,STH,01/01/2015,12/31/2015,751.4,140.0,51100.0,7837.0,"$121,484,394",$-3562556,"$12,069,280","$48,711,564","$130,887","$161,677",1.0,1.0,50.7304%,49.2696%,1.3954%,1.3954%,"$15,501","$867,746","$2,377",55.98,0.15,55.98,-2.9325%,2,50.0318%,51.5615%,4.5262%,"$80,890","$447,422"
362037,REGENCY HOSPITAL OF COLUMBUS,1430 SOUTH HIGH STREET,COLUMBUS,OH,43207,39.9331161,-82.9949239,U,LTCH,07/01/2015,06/30/2016,150.76,66.0,24156.0,558.0,"$27,235,231",$2968501,$nan,"$9,239,121",$nan,"$180,653",1.0,1.0,100.0000%,nan%,nan%,nan%,"$48,809","$412,655","$1,127",8.45,0.02,8.45,10.8995%,2,nan%,48.4997%,4.2897%,$nan,"$200,137"
394007,KIRKBRIDE CENTER,111 NORTH 49TH STREET,PHILADELPHIA,PA,19139,39.961926500000004,-75.21800520000002,U,PH,07/01/2015,06/30/2016,310.0,247.0,90180.0,674.0,"$21,745,255",$1746707,$nan,"$9,307,301",$nan,"$70,146",0.0,1.0,100.0000%,nan%,nan%,nan%,"$32,263","$88,037",$241,2.73,0.01,2.73,8.0326%,2,nan%,52.8167%,0.4769%,$nan,"$46,498"
490069,MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,37.6285914,-77.3855471,U,STH,09/01/2015,08/31/2016,1738.26,224.0,81984.0,13029.0,"$376,248,762",$-12366288,"$26,512,144","$126,754,804","$1,189,257","$216,451",1.0,1.0,41.1746%,58.8254%,1.4312%,1.4312%,"$28,878","$1,679,682","$4,589",58.17,0.16,58.17,-3.2867%,3,40.7355%,62.5738%,3.5331%,"$88,173","$1,051,041"
50093,ST. AGNES MEDICAL CENTER,1303 E. HERNDON AVENUE,FRESNO,CA,93720,36.83520220000001,-119.76552779999999,U,STH,07/01/2015,06/30/2016,2144.16,436.0,159576.0,20843.0,"$486,018,111",$11219170,"$34,035,394","$177,025,944","$10,663,819","$226,671",0.0,1.0,60.8012%,39.1988%,0.3150%,0.3150%,"$23,318","$1,114,720","$3,046",47.81,0.13,47.81,2.3084%,2,43.4266%,60.8345%,2.9203%,"$98,435","$678,135"
490118,HENRICO DOCTORS HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229-,37.604044200000004,-77.5400613,U,STH,04/01/2015,03/31/2016,1859.89,707.0,258762.0,19408.0,"$503,315,312",$77693445,"$32,152,860","$138,664,540","$4,542,050","$270,616",1.0,1.0,56.8623%,43.1377%,2.6484%,2.6484%,"$25,933","$711,903","$1,945",27.45,0.08,27.45,15.4363%,1,33.9384%,57.5263%,5.1436%,"$91,843","$409,531"
50112,SANTA MONICA UCLA MEDICAL CENTER,1250  16TH STREET,SANTA MONICA,CA,90404,34.027099799999995,-118.4863064,U,STH,07/01/2015,06/30/2016,1883.89,265.0,96990.0,16075.0,"$513,906,451",$18730000,"$69,327,693","$181,290,917","$4,457,519","$272,790",0.0,1.0,72.0641%,27.9359%,0.3463%,0.3463%,"$31,969","$1,939,270","$5,299",60.66,0.17,60.66,3.6446%,2,48.7674%,64.5914%,9.4380%,"$133,033","$1,252,602"
161302,IOWA SPECIALTY HOSPITAL,1316 SOUTH MAIN,CLARION,IA,50525-,42.7212739,-93.7335643,R,CAH,07/01/2015,06/30/2016,303.37,25.0,9150.0,1067.0,"$45,422,228",$914537,$nan,$nan,$nan,"$149,726",1.0,0.0,37.2144%,62.7856%,0.0112%,0.0112%,"$42,570","$1,816,889","$4,964",42.68,0.12,42.68,2.0134%,2,nan%,65.6364%,5.8466%,$nan,"$1,192,540"
50663,LOS ANGELES COMMUNITY HOSPITAL,4081 OLYMPIC BLVD,LOS ANGELES,CA,90023,34.019288700000004,-118.18665859999999,U,STH,01/01/2015,12/31/2015,575.0,285.0,104025.0,9031.0,"$151,873,727",$40321393,"$3,535,446","$38,577,880","$1,561,341","$264,128",0.0,1.0,91.9785%,8.0215%,0.1178%,0.1178%,"$16,817","$532,890","$1,460",31.69,0.09,31.69,26.5493%,1,27.7292%,46.2380%,2.3273%,"$73,241","$246,398"
141330,HOPEDALE MEDICAL COMPLEX,SECOND STREET,HOPEDALE,IL,61747-,40.4202815,-89.4152973,R,CAH,07/01/2015,06/30/2016,215.91,25.0,9150.0,306.0,"$23,547,069",$727565,$nan,$nan,$nan,"$109,060",1.0,0.0,46.1311%,53.8689%,0.3168%,0.3168%,"$76,951","$941,883","$2,573",12.24,0.03,12.24,3.0898%,2,nan%,60.0809%,9.0302%,$nan,"$565,891"
110026,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,34.112518,-82.8747519,R,STH,07/01/2015,06/30/2016,114.0,52.0,19032.0,702.0,"$8,734,849",$-871165,"$792,839","$4,666,841","$654,219","$76,621",1.0,0.0,27.8649%,72.1351%,0.2100%,0.2100%,"$12,443","$167,978",$459,13.50,0.04,13.50,-9.9734%,3,62.5046%,72.6191%,4.1352%,"$47,892","$121,984"
112012,COLUMBUS SPECIALTY HOSPITAL,616 19TH STREET FOURTH FLOOR,COLUMBUS,GA,31902,32.4801652,-84.98476670000002,U,LTCH,01/01/2015,12/31/2015,103.0,50.0,18250.0,222.0,"$10,964,998",$-1270278,$nan,$nan,$nan,"$106,456",1.0,1.0,100.0000%,nan%,nan%,nan%,"$49,392","$219,300",$601,4.44,0.01,4.44,-11.5848%,3,nan%,56.1302%,1.0830%,$nan,"$123,093"
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,43.1927402,-77.58561490000002,U,STH,01/01/2015,12/31/2015,5714.9,470.0,171550.0,27284.0,"$847,561,226",$27553798,"$76,669,202","$388,460,367","$3,215,057","$148,307",1.0,1.0,42.0729%,57.9271%,0.9368%,0.9368%,"$31,064","$1,803,322","$4,941",58.05,0.16,58.05,3.2510%,2,54.8786%,53.6936%,4.6913%,"$81,389","$968,269"
220024,HOLYOKE HOSPITAL,575 BEECH STREET,HOLYOKE,MA,01040,42.2003761,-72.6275517,U,STH,10/01/2014,09/30/2015,933.76,165.0,60225.0,4661.0,"$112,579,493",$3580882,"$9,552,873","$67,119,370","$443,833","$120,566",1.0,1.0,28.5140%,71.4860%,0.7404%,0.7404%,"$24,154","$682,300","$1,869",28.25,0.08,28.25,3.1808%,2,68.1050%,49.2886%,4.3758%,"$82,111","$336,296"
330101,NEW YORK PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,40.7643076,-73.9542961,U,STH,01/01/2015,12/31/2015,22700.05,2049.0,736411.0,101373.0,"$4,505,738,369",$265670000,"$517,704,949","$2,170,025,047",$nan,"$198,490",1.0,1.0,74.9487%,25.0513%,0.8510%,0.8510%,"$44,447","$2,198,994","$6,119",49.47,0.14,49.47,5.8963%,2,59.6513%,52.7010%,5.8051%,"$118,402","$1,158,892"
310073,JERSEY SHORE UNIVERSITY MED CTR,1945 ROUTE 33,NEPTUNE,NJ,07753,40.2091347,-74.041212,U,STH,01/01/2015,12/31/2015,3308.25,548.0,200020.0,26791.0,"$674,228,001",$64255099,"$61,080,101","$237,434,703","$6,398,313","$203,802",1.0,1.0,67.2833%,32.7167%,1.0951%,1.0951%,"$25,166","$1,230,343","$3,371",48.89,0.13,48.89,9.5302%,2,44.2751%,56.4141%,3.3327%,"$90,233","$694,087"
100026,BAY COUNTY HEALTH SYSTEM LLC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,30.1595305,-85.64830400000002,U,STH,01/01/2015,12/31/2015,1151.0,323.0,117895.0,13979.0,"$202,315,414",$-65336585,"$12,010,104","$60,931,814","$835,759","$175,774",1.0,1.0,59.2831%,40.7169%,0.1776%,0.1776%,"$14,473","$626,364","$1,716",43.28,0.12,43.28,-32.2944%,3,36.0536%,79.6875%,5.4429%,"$63,373","$499,133"
100269,PALMS WEST HOSPITAL,13001 STATE ROAD 80,LOXAHATCHEE,FL,33470-,26.7683408,-81.2234037,U,STH,06/01/2015,05/31/2016,741.82,204.0,74664.0,14125.0,"$170,852,272",$28772614,"$13,276,137","$50,588,750","$3,469,061","$230,315",1.0,1.0,65.9340%,34.0660%,6.3808%,6.3808%,"$12,096","$837,511","$2,288",69.24,0.19,69.24,16.8406%,1,37.3802%,56.6145%,4.0409%,"$86,092","$474,152"
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 W. DEMPSTER STREET,PARK RIDGE,IL,60068-,42.0384783,-87.847611,U,STH,01/01/2015,12/31/2015,3226.3,530.0,193450.0,26916.0,"$752,076,362",$104759920,"$57,764,244","$238,462,162","$1,001,871","$233,108",1.0,1.0,65.0975%,34.9025%,0.9554%,0.9554%,"$27,942","$1,419,012","$3,888",50.78,0.14,50.78,13.9294%,1,39.3878%,55.3907%,4.6162%,"$91,816","$786,001"
40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,36.3099923,-94.1840167,U,STH,07/01/2015,06/30/2016,1073.59,179.0,65433.0,12389.0,"$222,797,830",$30252872,"$16,662,689","$141,933,762","$4,641,168","$207,526",1.0,1.0,40.2153%,59.7847%,1.7100%,1.7100%,"$17,984","$1,244,681","$3,405",69.21,0.19,69.21,13.5786%,1,71.1840%,88.1982%,4.5454%,"$147,725","$1,097,786"
310069,INSPIRA MEDICAL CENTER ELMER,501 FRONT STREET,ELMER,NJ,08318,39.5877011,-75.18062110000002,U,STH,01/01/2015,12/31/2015,370.62,83.0,30295.0,3244.0,"$67,203,308",$12599838,"$8,380,918","$24,823,718","$1,050,874","$181,327",1.0,1.0,47.4164%,52.5836%,0.7502%,0.7502%,"$20,716","$809,678","$2,218",39.08,0.11,39.08,18.7488%,1,49.4092%,44.9981%,3.4362%,"$89,592","$364,340"
360008,SOUTHERN OHIO MEDICAL CENTER,1248 KENNEYS LANE,PORTSMOUTH,OH,45662-,38.7461239,-82.9872907,R,STH,07/01/2015,06/30/2016,2012.08,174.0,63684.0,10547.0,"$298,671,610",$-9228954,"$40,215,823","$108,590,988","$6,342,263","$148,439",1.0,0.0,41.4932%,58.5068%,0.5704%,0.5704%,"$28,318","$1,716,504","$4,690",60.61,0.17,60.61,-3.0900%,3,49.8229%,59.0682%,5.8860%,"$73,957","$1,013,907"
390049,ST. LUKES HOSPITAL,801 OSTRUM STREET,BETHLEHEM,PA,18015,40.6089201,-75.39370079999998,U,STH,07/01/2015,06/30/2016,3771.95,424.0,147665.0,37427.0,"$648,432,067",$47891071,"$81,507,637","$241,098,526","$1,464,014","$171,909",0.0,1.0,55.5172%,44.4828%,1.5413%,1.5413%,"$17,325","$1,529,321","$4,391",88.27,0.25,88.27,7.3857%,2,49.7517%,51.9523%,3.5603%,"$85,528","$794,518"
252004,THE SPECIALTY HOSPITAL OF MERIDIAN,1314 19TH STREET,MERIDIAN,MS,39301-,32.376831800000005,-88.6920303,R,LTCH,01/01/2015,12/31/2015,132.98,49.0,17885.0,606.0,"$27,715,797",$-10460779,$nan,$nan,$nan,"$208,421",1.0,0.0,98.7373%,1.2627%,nan%,nan%,"$45,736","$565,629","$1,550",12.37,0.03,12.37,-37.7430%,3,nan%,117.0334%,-3.7593%,$nan,"$661,974"
450193,CHI ST LUKES HEALTH BAYLOR MED CTR,6720 BERTNER AVE,HOUSTON,TX,77030,29.707705699999998,-95.4006224,U,STH,07/01/2015,06/30/2016,3422.7,654.0,239364.0,24027.0,"$882,418,615",$13445966,"$61,688,243","$279,185,964","$17,967,586","$257,814",0.0,1.0,63.5207%,36.4793%,3.5267%,3.5267%,"$36,726","$1,349,264","$3,687",36.74,0.10,36.74,1.5238%,2,38.6295%,68.3544%,1.3872%,"$99,592","$922,281"
161313,GENESIS MEDICAL CENTER - DEWITT,1118 ELEVENTH ST,DEWITT,IA,52742-,41.8263283,-90.5472032,R,CAH,07/01/2015,06/30/2016,86.96,13.0,4758.0,268.0,"$21,431,134",$2261097,$nan,$nan,$nan,"$246,448",1.0,0.0,24.0302%,75.9698%,0.5493%,0.5493%,"$79,967","$1,648,549","$4,504",20.62,0.06,20.62,10.5505%,2,nan%,56.5530%,3.4079%,$nan,"$932,303"
450788,CORPUS CHRISTI MEDICAL CENTER,7101 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78412-,27.692967100000004,-97.3448636,U,STH,09/01/2015,08/31/2016,1375.87,384.0,140544.0,18896.0,"$289,939,378",$15026159,"$23,539,235","$93,415,821","$7,954,820","$210,732",0.0,1.0,65.8948%,34.1052%,6.5204%,6.5204%,"$15,344","$755,050","$2,063",49.21,0.13,49.21,5.1825%,2,40.3378%,64.3828%,4.1664%,"$85,004","$486,123"
100284,WESTCHESTER GENERAL HOSPITAL,2500  SW 75 TH AVE,MIAMI,FL,33155,25.74731400000001,-80.3176547,U,STH,01/01/2015,12/31/2015,544.48,125.0,45625.0,5757.0,"$63,729,122",$3099532,"$4,007,220","$32,778,352","$81,663","$117,046",1.0,1.0,65.3392%,34.6608%,1.0425%,1.0425%,"$11,070","$509,833","$1,397",46.06,0.13,46.06,4.8636%,2,57.7218%,57.2887%,3.1158%,"$67,561","$292,077"
341307,PENDER MEMORIAL HOSPITAL,507 E. FREMONT ST,BURGAW,NC,28425-,34.550566499999995,-77.91987009999998,U,CAH,10/01/2014,09/30/2015,133.8,25.0,9125.0,569.0,"$15,868,762",$172861,$nan,$nan,$nan,"$118,601",1.0,1.0,25.8272%,74.1728%,0.9202%,0.9202%,"$27,889","$634,750","$1,739",22.76,0.06,22.76,1.0893%,2,nan%,89.0725%,10.4254%,$nan,"$565,388"
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BLVD.,UPLAND,PA,19013-3995,39.8557631,-75.36819150000002,U,STH,07/01/2015,06/30/2016,2582.0,360.0,131760.0,15535.0,"$507,471,675",$27273336,"$55,678,016","$187,222,733","$405,794","$196,542",0.0,1.0,54.7847%,45.2153%,6.2110%,6.2110%,"$32,666","$1,409,644","$3,851",43.15,0.12,43.15,5.3744%,2,47.8649%,62.5075%,4.5892%,"$94,075","$881,133"
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVENUE,FORT MYERS,FL,33901-,26.628409299999998,-81.8740805,U,STH,10/01/2014,09/30/2015,4510.0,660.0,240900.0,40714.0,"$760,516,925",$145503814,"$75,594,213","$248,114,151","$2,456,341","$168,629",1.0,1.0,59.9478%,40.0522%,4.2561%,4.2561%,"$18,679","$1,152,298","$3,157",61.69,0.17,61.69,19.1322%,1,42.5643%,39.3955%,5.0197%,"$71,776","$453,953"
140213,SILVER CROSS HOSPITAL,1900 SILVER CROSS BLVD.,NEW LENOX,IL,60451,41.54475,-87.98384870000002,U,STH,10/01/2014,09/30/2015,1601.88,251.0,91615.0,18679.0,"$323,174,683",$9318364,"$32,223,447","$109,685,603","$2,043,273","$201,747",1.0,1.0,46.2847%,53.7153%,0.9799%,0.9799%,"$17,301","$1,287,549","$3,528",74.42,0.20,74.42,2.8834%,2,43.9109%,67.6417%,4.1757%,"$88,589","$870,919"
180029,HAZARD ARH,100 MEDICAL CENTER DR,HAZARD,KY,41701-,37.2781545,-83.2283495,R,STH,07/01/2015,06/30/2016,988.99,202.0,73932.0,8965.0,"$184,735,400",$21405157,"$18,262,870","$55,542,302","$10,230,865","$186,792",1.0,0.0,45.9325%,54.0675%,0.6985%,0.6985%,"$20,606","$914,532","$2,499",44.38,0.12,44.38,11.5869%,1,39.9518%,74.2357%,3.6844%,"$74,627","$678,909"
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE N.W.,CANTON,OH,44708-2614,40.8121341,-81.3962689,U,STH,01/01/2015,12/31/2015,2204.0,256.0,93440.0,15632.0,"$298,263,601",$2594105,"$24,410,676","$129,057,631","$592,769","$135,328",1.0,1.0,42.4927%,57.5073%,0.3468%,0.3468%,"$19,080","$1,165,092","$3,192",61.06,0.17,61.06,0.8697%,2,51.4539%,60.3806%,5.5124%,"$69,632","$703,490"
360109,COSHOCTON CTY MEM HOSP,1460 ORANGE STREET,COSHOCTON,OH,43812-2229,40.271001899999995,-81.8477934,R,STH,01/01/2015,12/31/2015,379.81,56.0,20440.0,1560.0,"$49,378,117",$-4891900,"$7,203,560","$19,402,679","$2,727,116","$130,007",1.0,0.0,20.0003%,79.9997%,0.3374%,0.3374%,"$31,653","$881,752","$2,416",27.86,0.08,27.86,-9.9070%,3,53.8827%,75.9695%,8.8483%,"$70,051","$669,863"
673031,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,75237,32.646404600000004,-96.8710374,U,RH,06/01/2015,05/31/2016,128.5,40.0,14640.0,1032.0,"$22,099,237",$6667094,"$1,142,341","$8,328,862","$418,009","$171,978",0.0,1.0,90.3563%,9.6437%,nan%,nan%,"$21,414","$552,481","$1,510",25.80,0.07,25.80,30.1689%,1,42.8576%,32.3497%,0.3764%,"$73,706","$178,726"
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD STREET,MIAMI,FL,33143,25.703464,-80.2937183,U,STH,10/01/2014,09/30/2015,2395.26,364.0,132860.0,15129.0,"$495,383,163",$40622088,"$39,474,381","$154,696,783","$1,247,286","$206,818",1.0,1.0,55.1044%,44.8956%,3.8900%,3.8900%,"$32,744","$1,360,943","$3,729",41.56,0.11,41.56,8.2001%,2,39.1962%,61.8434%,6.5925%,"$81,065","$841,653"
450200,WADLEY REGIONAL MEDICAL CENTER,100 PINE STREET,TEXARKANA,TX,75501,33.4204548,-94.04232879999999,U,STH,01/01/2015,12/31/2015,657.91,189.0,68985.0,6927.0,"$129,000,112",$10696473,"$6,684,638","$34,419,638","$3,641,510","$196,076",0.0,1.0,50.7735%,49.2265%,0.1476%,0.1476%,"$18,623","$682,540","$1,870",36.65,0.10,36.65,8.2918%,2,31.8638%,66.4865%,3.4837%,"$62,477","$453,797"
360151,AFFINITY MEDICAL CENTER,875 8TH ST,MASSILLON,OH,44646,40.8065056,-81.5171865,U,STH,07/01/2015,06/30/2016,550.82,107.0,39162.0,4319.0,"$91,807,543",$-3952604,"$7,885,321","$32,848,325","$1,858,259","$166,674",1.0,1.0,48.9623%,51.0377%,1.5123%,1.5123%,"$21,257","$858,014","$2,344",40.36,0.11,40.36,-4.3053%,3,44.3685%,70.0015%,9.1570%,"$73,951","$600,623"
450460,TYLER COUNTY HOSPITAL,1100 WEST BLUFF,WOODVILLE,TX,75979,30.776082199999998,-94.4276141,R,STH,07/01/2015,06/30/2016,105.95,25.0,9150.0,471.0,"$6,524,978",$-250172,"$1,007,234","$4,775,103","$297,369","$61,585",0.0,0.0,22.8263%,77.1737%,8.6861%,8.6861%,"$13,853","$260,999",$713,18.84,0.05,18.84,-3.8341%,3,88.6185%,103.3705%,10.5091%,"$54,576","$269,796"
511308,BRAXTON COUNTY MEMORIAL HOSPITAL,100 HOYLMAN DRIVE,GASSAWAY,WV,26624,38.6608078,-80.7492645,R,CAH,01/01/2015,12/31/2015,136.03,25.0,9125.0,299.0,"$15,655,213",$-479294,$nan,$nan,$nan,"$115,086",1.0,0.0,6.8615%,93.1385%,0.0472%,0.0472%,"$52,359","$626,209","$1,716",11.96,0.03,11.96,-3.0616%,3,nan%,64.0370%,4.6450%,$nan,"$401,005"
10079,ATHENS LIMESTONE,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611-,34.8041941,-86.97849520000004,U,STH,07/01/2015,12/31/2015,496.17,70.0,12880.0,2277.0,"$28,377,955",$1251612,"$4,176,091","$10,527,482","$707,623","$57,194",1.0,1.0,32.5051%,67.4949%,0.4823%,0.4823%,"$12,463","$405,399","$2,203",32.53,0.18,32.53,4.4105%,2,51.8134%,61.8941%,5.1025%,"$29,634","$250,918"
441305,MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE,TN,37083-0378,36.519582799999995,-86.0264268,R,CAH,10/01/2014,09/30/2015,113.97,25.0,9125.0,758.0,"$11,408,577",$279785,$nan,$nan,$nan,"$100,102",1.0,0.0,28.8714%,71.1286%,2.9594%,2.9594%,"$15,051","$456,343","$1,250",30.32,0.08,30.32,2.4524%,2,nan%,53.3168%,1.4793%,$nan,"$243,308"
50745,CHAPMAN  MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,92869-3206,33.788633000000004,-117.8258852,U,STH,04/01/2015,03/31/2016,196.62,75.0,27450.0,2439.0,"$48,889,872",$5330929,"$5,325,078","$19,190,457","$62,134","$248,652",0.0,1.0,72.2227%,27.7773%,0.1061%,0.1061%,"$20,045","$651,865","$1,781",32.52,0.09,32.52,10.9040%,2,50.1444%,50.9541%,2.7580%,"$124,685","$332,152"
200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,04240-4500,44.102156799999996,-70.2145298,U,STH,07/01/2015,06/30/2016,1865.84,228.0,83448.0,9946.0,"$345,081,946",$-6448470,"$29,034,850","$155,162,499","$6,509,390","$184,947",1.0,1.0,45.4948%,54.5052%,2.2472%,2.2472%,"$34,696","$1,513,517","$4,135",43.62,0.12,43.62,-1.8687%,2,53.3779%,67.1728%,4.9165%,"$98,721","$1,016,671"
511314,POCAHONTAS MEMORIAL HOSPITAL,RT 2 BOX 52W,BUCKEYE,WV,24924-,38.181026,-80.08701549999998,R,CAH,07/01/2015,06/30/2016,121.0,25.0,9150.0,129.0,"$12,713,549",$-351170,$nan,$nan,$nan,"$105,071",1.0,0.0,12.2030%,87.7970%,0.0654%,0.0654%,"$98,555","$508,542","$1,389",5.16,0.01,5.16,-2.7622%,2,nan%,44.8591%,2.9555%,$nan,"$228,127"
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,39.2279969,-121.04748500000001,R,STH,07/01/2015,06/30/2016,668.14,104.0,38064.0,5332.0,"$149,997,276",$-14406432,"$23,807,744","$67,556,811","$2,029,873","$224,500",0.0,0.0,51.3316%,48.6684%,0.4655%,0.4655%,"$28,132","$1,442,282","$3,941",51.27,0.14,51.27,-9.6045%,3,60.9108%,64.4132%,4.4771%,"$136,745","$929,020"
50444,MERCY MEDICAL CENTER MERCED,333 MERCY AVENUE,MERCED,CA,95340,37.340141100000004,-120.46718659999999,U,STH,07/01/2015,06/30/2016,992.07,186.0,68076.0,13747.0,"$298,820,631",$18960044,"$31,088,181","$96,678,892","$2,651,226","$301,209",0.0,1.0,56.7858%,43.2142%,1.0107%,1.0107%,"$21,737","$1,606,563","$4,390",73.91,0.20,73.91,6.3450%,2,42.7571%,62.7728%,4.4258%,"$128,788","$1,008,483"
